user_id,amplitude_id,total_events,high_signal_events,cancellation_signals,error_events,meaningful_screens,latest_events,num_sessions,first_used,last_used,platform,country,app_version,device,os,revenue,paying,subscription_status,subscription_plan,subscription_period,fleet_size,total_routes_created,total_routes_optimized,total_stops_planned,account_created_at,company_name,industry,user_role,plan_type,user_type,analysis_report,error,elapsed_seconds,found_backend_cancel_event,cancel_reason,cancel_note,cancel_from,payment_interval,amount_usd,cancel_event_time
1672158--00,1325311521770,116,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | begin_checkout_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | open_app_v1 | open_app_v1 | open_app_v1,27,2025-09-07,2026-04-04,Android,Chile,28.9,Redmi Phone,android 13,0.0,,,,,,,,,,,,,,,User ID: 1672158--00 | Amplitude ID: 1325311521770 | Total events: 116 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | begin_checkout_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | open_app_v1 | open_app_v1 | open_app_v1,,4.91,yes,User canceled the subscription,N/A,by_user,quarter,41.9187,2026-04-04 14:01:46.000000
1688252--00,1337783802352,500,save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1,,,,open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | add_trip_note_v1 | add_stop_note_click_v1 | add_trip_note_v1 | add_stop_note_click_v1,455,2025-09-21,2026-04-07,Android,Italy,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1688252--00 | Amplitude ID: 1337783802352 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | add_trip_note_v1 | add_stop_note_click_v1 | add_trip_note_v1 | add_stop_note_click_v1,,6.57,no,N/A,N/A,N/A,N/A,N/A,
1689026--00,1338500324196,333,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | login_v1 | begin_checkout_v1 | navigate_via_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_subscription_history_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | edit_route_v1,52,2025-09-22,2026-03-31,Android,United States,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1689026--00 | Amplitude ID: 1338500324196 | Total events: 333 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | login_v1 | begin_checkout_v1 | navigate_via_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_subscription_history_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | edit_route_v1,,5.06,yes,My reason not listed,you don't need it every single day only needed it occasionally,by_user,week,10.0,2026-03-23 11:15:07.000000
1691933--00,1341103283344,500,save_and_optimize_v1 | create_new_route_v1 | first_stop_added_v1 | backend_route_creation_v1,,,,open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | edit_route_v1,2341,2025-09-25,2026-04-07,Android,Italy,28.9,HONOR HONOR ABR-NX1,android 15,0.0,,,,,,,,,,,,,,,User ID: 1691933--00 | Amplitude ID: 1341103283344 | Total events: 500 | High signal events: save_and_optimize_v1 | create_new_route_v1 | first_stop_added_v1 | backend_route_creation_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | edit_route_v1,,6.16,no,N/A,N/A,N/A,N/A,N/A,
1694202--00,1344348960346,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1 | navigate_via_v1 | first_stop_added_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | onboarding_page_v1 | open_app_v1 | onboarding_page_v1 | open_app_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | save_and_optimize_v1 | save_and_optimize_v1,1795,2025-09-29,2026-03-18,iOS,Australia,14.9,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1694202--00 | Amplitude ID: 1344348960346 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1 | navigate_via_v1 | first_stop_added_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | onboarding_page_v1 | open_app_v1 | onboarding_page_v1 | open_app_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | save_and_optimize_v1 | save_and_optimize_v1,,5.80,no,N/A,N/A,N/A,N/A,N/A,
169426--00,386879396418,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1,,,,start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | add_trip_note_v1 | add_stop_note_click_v1 | add_trip_note_v1 | add_stop_note_click_v1 | add_trip_note_v1 | add_stop_note_click_v1,2651,2022-03-02,2026-04-07,Android,Argentina,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 169426--00 | Amplitude ID: 386879396418 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | add_trip_note_v1 | add_stop_note_click_v1 | add_trip_note_v1 | add_stop_note_click_v1 | add_trip_note_v1 | add_stop_note_click_v1,,5.79,no,N/A,N/A,N/A,N/A,N/A,
1698236--00,1348596332835,99,first_stop_added_v1 | create_new_route_v1 | login_v1 | cancel_subscription_button_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | sign_up_v1,cancel_subscription_button_v1,,,open_app_v1 | stop_detail_open_v1 | stop_detail_open_v1 | stop_detail_open_v1 | first_stop_added_v1 | stop_detail_open_v1 | add_stop_screen_v1 | create_new_route_v1 | add_stop_screen_v1 | create_new_route_v1,16,2025-10-03,2026-03-22,iOS,United States,15.1,Apple iPhone,ios 26.2,0.0,,,,,,,,,,,,,,,User ID: 1698236--00 | Amplitude ID: 1348596332835 | Total events: 99 | High signal events: first_stop_added_v1 | create_new_route_v1 | login_v1 | cancel_subscription_button_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | stop_detail_open_v1 | stop_detail_open_v1 | stop_detail_open_v1 | first_stop_added_v1 | stop_detail_open_v1 | add_stop_screen_v1 | create_new_route_v1 | add_stop_screen_v1 | create_new_route_v1,,4.89,no,N/A,N/A,N/A,N/A,N/A,
1701217--00,1350972456038,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | open_app_v1,469,2025-10-06,2026-03-31,Android,Taiwan,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1701217--00 | Amplitude ID: 1350972456038 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | open_app_v1,,8.29,yes,User canceled the subscription,N/A,by_user,month,8.72247,2026-03-21 12:27:37.000000
1713373--00,1361417408071,146,cancel_subscription_button_v1 | backend_cancel_subscription_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,cancel_subscription_button_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | signup_page_v1 | signup_page_v1 | onboarding_page_v1 | open_app_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | backend_subscription_history_v1,27,2025-10-16,2026-03-16,iOS,Brazil,15.1,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1713373--00 | Amplitude ID: 1361417408071 | Total events: 146 | High signal events: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | signup_page_v1 | signup_page_v1 | onboarding_page_v1 | open_app_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | backend_subscription_history_v1,,5.09,yes,by webhook,by webhook,by_user,month,9.6179,2026-03-16 16:05:44.000000
1723617--00,1370588665862,331,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | open_app_v1 | open_app_v1,44,2025-10-27,2026-04-07,Android,Italy,28.9,Redmi Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1723617--00 | Amplitude ID: 1370588665862 | Total events: 331 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | open_app_v1 | open_app_v1,,5.35,yes,It's too expensive,N/A,by_user,quarter,0.0,2026-03-31 15:03:07.000000
1726386--00,1376904631741,500,save_and_optimize_v1 | first_stop_added_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | begin_checkout_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,start_route_v1 | open_app_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | open_app_v1,319,2025-11-02,2026-04-07,Android,Italy,28.9,Oppo Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1726386--00 | Amplitude ID: 1376904631741 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | begin_checkout_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | open_app_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | open_app_v1,,5.72,yes,It's too expensive,N/A,by_user,week,5.9071,2026-04-03 17:19:54.000000
1727715--00,1379983294134,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1,732,2025-11-05,2026-04-07,Android,Argentina,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1727715--00 | Amplitude ID: 1379983294134 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1,,5.90,no,N/A,N/A,N/A,N/A,N/A,
1728235--00,1381061984454,500,cancel_subscription_button_v1 | login_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | navigate_via_v1 | begin_checkout_v1,cancel_subscription_button_v1,,,open_app_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | onboarding_page_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | onboarding_page_v1 | open_app_v1 | start_route_v1,64,2025-11-06,2026-04-03,iOS,Brazil,15.4,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1728235--00 | Amplitude ID: 1381061984454 | Total events: 500 | High signal events: cancel_subscription_button_v1 | login_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | navigate_via_v1 | begin_checkout_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | onboarding_page_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | onboarding_page_v1 | open_app_v1 | start_route_v1,,5.13,no,N/A,N/A,N/A,N/A,N/A,
1734198--00,1389863828594,472,cancel_subscription_button_v1 | backend_route_creation_v1 | create_new_route_v1 | login_v1 | fleet_new_driver_added | backend_cancel_subscription_v1 | save_and_optimize_v1 | first_stop_added_v1 | sign_up_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,open_app_v1 | fleet_free_trial_end | open_app_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1,44,2025-11-15,2026-03-30,Android,Germany,28.9,HONOR HONOR RKY-LX1,android 14,0.0,,,,,,,,,,,,,,,User ID: 1734198--00 | Amplitude ID: 1389863828594 | Total events: 472 | High signal events: cancel_subscription_button_v1 | backend_route_creation_v1 | create_new_route_v1 | login_v1 | fleet_new_driver_added | backend_cancel_subscription_v1 | save_and_optimize_v1 | first_stop_added_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | fleet_free_trial_end | open_app_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1,,6.47,no,N/A,N/A,N/A,N/A,N/A,
173876--00,387629498804,500,create_new_route_v1 | backend_cancel_subscription_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1,backend_cancel_subscription_v1,,,add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,1005,2022-03-11,2026-04-06,iOS,Brazil,15.4,Apple iPhone,ios 26.4,0.0,,,,,,,,,,,,,,,User ID: 173876--00 | Amplitude ID: 387629498804 | Total events: 500 | High signal events: create_new_route_v1 | backend_cancel_subscription_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | Cancellation signals: backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,,5.58,no,N/A,N/A,N/A,N/A,N/A,
1739978--00,1393418609710,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1,419,2025-11-18,2026-04-07,Android,Italy,28.9,Realme Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1739978--00 | Amplitude ID: 1393418609710 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1,,5.82,yes,by webhook,by webhook,by_user,week,5.9071,2026-04-01 04:18:33.000000
